t,cam_center_x,face_x_asignada,distancia,en_c2,dist_le_80,tramo_id
32.0833,1083.5,1128.8,45.3,1,1,4
32.1000,1083.5,1128.5,45.0,1,1,4
32.1167,1083.5,1123.8,40.3,1,1,4
32.1333,1083.5,1119.2,35.7,1,1,4
32.1500,1083.5,1114.5,31.0,1,1,4
32.1667,1083.5,1113.0,29.5,1,1,4
32.1833,1083.5,1111.5,28.0,1,1,4
32.2000,1083.5,1110.0,26.5,1,1,4
32.2167,1083.5,1112.5,29.0,1,1,4
32.2333,1083.5,1115.0,31.5,1,1,4
32.2500,1083.5,1117.5,34.0,1,1,4
32.2667,1083.5,1115.3,31.8,1,1,4
32.2833,1083.5,1113.2,29.7,1,1,4
32.3000,1083.5,1111.0,27.5,1,1,4
32.3167,1083.5,1110.7,27.2,1,1,4
32.3333,1083.5,1110.3,26.8,1,1,4
32.3500,1083.5,1110.0,26.5,1,1,4
32.3667,1083.5,1111.3,27.8,1,1,4
32.3833,1083.5,1112.7,29.2,1,1,4
32.4000,1083.5,1114.0,30.5,1,1,4
32.4167,1083.5,1109.2,25.7,1,1,4
32.4333,1083.5,1104.3,20.8,1,1,4
32.4500,1083.5,1099.5,16.0,1,1,4
32.4667,1083.5,1097.8,14.3,1,1,4
32.4833,1083.5,1096.2,12.7,1,1,4
32.5000,1083.5,1094.5,11.0,1,1,4
32.5167,1083.5,1095.2,11.7,1,1,4
32.5333,1083.5,1095.8,12.3,1,1,4
32.5500,1083.5,1096.5,13.0,1,1,4
32.5667,1083.5,1096.8,13.3,1,1,4
32.5833,1083.5,1097.2,13.7,1,1,4
32.6000,1083.5,1097.5,14.0,1,1,4
32.6167,1083.5,1096.0,12.5,1,1,4
32.6333,1083.5,1094.5,11.0,1,1,4
32.6500,1083.5,1093.0,9.5,1,1,4
32.6667,1083.5,1092.7,9.2,1,1,4
32.6833,1083.5,1092.3,8.8,1,1,4
32.7000,1083.5,1092.0,8.5,1,1,4
32.7167,1083.5,1092.5,9.0,1,1,4
32.7333,1083.5,1093.0,9.5,1,1,4
32.7500,1083.5,1093.5,10.0,1,1,4
32.7667,1083.5,1095.0,11.5,1,1,4
32.7833,1083.5,1096.5,13.0,1,1,4
32.8000,1083.5,1098.0,14.5,1,1,4
32.8167,1083.5,1098.7,15.2,1,1,4
32.8333,1083.5,1099.3,15.8,1,1,4
32.8500,1083.5,1100.0,16.5,1,1,4
32.8667,1083.5,1101.3,17.8,1,1,4
32.8833,1083.5,1102.7,19.2,1,1,4
32.9000,1083.5,1104.0,20.5,1,1,4
32.9167,1083.5,1103.2,19.7,1,1,4
32.9333,1083.5,1102.3,18.8,1,1,4
32.9500,1083.5,1101.5,18.0,1,1,4
32.9667,1083.5,1103.2,19.7,1,1,4
32.9833,1083.5,1104.8,21.3,1,1,4
33.0000,1083.5,1106.5,23.0,1,1,4
33.0167,1083.5,1105.0,21.5,1,1,4
33.0333,1083.5,1103.5,20.0,1,1,4
33.0500,1083.5,1102.0,18.5,1,1,4
33.0667,1083.5,1102.3,18.8,1,1,4
33.0833,1083.5,1102.7,19.2,1,1,4
33.1000,1083.5,1103.0,19.5,1,1,4
33.1167,1083.5,1103.0,19.5,1,1,4
33.1333,1083.5,1103.0,19.5,1,1,4
33.1500,1083.5,1103.0,19.5,1,1,4
33.1667,1083.5,1102.0,18.5,1,1,4
33.1833,1083.5,1101.0,17.5,1,1,4
33.2000,1083.5,1100.0,16.5,1,1,4
33.2167,1083.5,1099.2,15.7,1,1,4
33.2333,1083.5,1098.3,14.8,1,1,4
33.2500,1083.5,1097.5,14.0,1,1,4
33.2667,1083.5,1096.8,13.3,1,1,4
33.2833,1083.5,1096.2,12.7,1,1,4
33.3000,1083.5,1095.5,12.0,1,1,4
33.3167,1083.5,1097.7,14.2,1,1,4
33.3333,1083.5,1099.8,16.3,1,1,4
33.3500,1083.5,1102.0,18.5,1,1,4
33.3667,1083.5,1101.7,18.2,1,1,4
33.3833,1083.5,1101.3,17.8,1,1,4
33.4000,1083.5,1101.0,17.5,1,1,4
33.4167,1083.5,1101.7,18.2,1,1,4
33.4333,1083.5,1102.3,18.8,1,1,4
33.4500,1083.5,1103.0,19.5,1,1,4
33.4667,1083.5,1104.2,20.7,1,1,4
33.4833,1083.5,1105.3,21.8,1,1,4
33.5000,1083.5,1106.5,23.0,1,1,4
33.5167,1083.5,1105.3,21.8,1,1,4
33.5333,1083.5,1104.2,20.7,1,1,4
33.5500,1083.5,1103.0,19.5,1,1,4
33.5667,1083.5,1103.0,19.5,1,1,4
33.5833,1083.5,1103.0,19.5,1,1,4
33.6000,1083.5,1103.0,19.5,1,1,4
33.6167,1083.5,1105.7,22.2,1,1,4
33.6333,1083.5,1108.3,24.8,1,1,4
33.6500,1083.5,1111.0,27.5,1,1,4
33.6667,1083.5,1110.8,27.3,1,1,4
33.6833,1083.5,1110.7,27.2,1,1,4
33.7000,1083.5,1110.5,27.0,1,1,4
33.7167,1083.5,1111.7,28.2,1,1,4
33.7333,1083.5,1112.8,29.3,1,1,4
33.7500,1083.5,1114.0,30.5,1,1,4
33.7667,1083.5,1118.0,34.5,1,1,4
33.7833,1083.5,1122.0,38.5,1,1,4
33.8000,1083.5,1126.0,42.5,1,1,4
33.8167,1083.5,1121.5,38.0,1,1,4
33.8333,1083.5,1117.0,33.5,1,1,4
33.8500,1083.5,1112.5,29.0,1,1,4
33.8667,1083.5,1113.0,29.5,1,1,4
33.8833,1083.5,1113.5,30.0,1,1,4
33.9000,1083.5,1114.0,30.5,1,1,4
33.9167,1083.5,1110.8,27.3,1,1,4
33.9333,1083.5,1107.7,24.2,1,1,4
33.9500,1083.5,1104.5,21.0,1,1,4
33.9667,1083.5,1103.8,20.3,1,1,4
33.9833,1083.5,1103.2,19.7,1,1,4
34.0000,1083.5,1102.5,19.0,1,1,4
34.0167,1083.5,1103.3,19.8,1,1,4
34.0333,1083.5,1104.2,20.7,1,1,4
34.0500,1083.5,1105.0,21.5,1,1,4
34.0667,1083.5,1104.8,21.3,1,1,4
34.0833,1083.5,1104.7,21.2,1,1,4
34.1000,1083.5,1104.5,21.0,1,1,4
34.1167,1083.5,1104.8,21.3,1,1,4
34.1333,1083.5,1105.2,21.7,1,1,4
34.1500,1083.5,1105.5,22.0,1,1,4
34.1667,1083.5,1106.7,23.2,1,1,4
34.1833,1083.5,1107.8,24.3,1,1,4
34.2000,1083.5,1109.0,25.5,1,1,4
34.2167,1083.5,1112.3,28.8,1,1,4
34.2333,1083.5,1115.7,32.2,1,1,4
34.2500,1083.5,1119.0,35.5,1,1,4
34.2667,1083.5,1120.3,36.8,1,1,4
34.2833,1083.5,1121.7,38.2,1,1,4
34.3000,1083.5,1123.0,39.5,1,1,4
34.3167,1083.5,1122.7,39.2,1,1,4
34.3333,1083.5,1122.3,38.8,1,1,4
34.3500,1083.5,1122.0,38.5,1,1,4
34.3667,1083.5,1122.3,38.8,1,1,4
34.3833,1083.5,1122.7,39.2,1,1,4
34.4000,1083.5,1123.0,39.5,1,1,4
34.4167,1083.5,1122.5,39.0,1,1,4
34.4333,1083.5,1122.0,38.5,1,1,4
34.4500,1083.5,1121.5,38.0,1,1,4
34.4667,1083.5,1120.0,36.5,1,1,4
34.4833,1083.5,1118.5,35.0,1,1,4
34.5000,1083.5,1117.0,33.5,1,1,4
34.5167,1083.5,1115.7,32.2,1,1,4
34.5333,1083.5,1114.3,30.8,1,1,4
34.5500,1083.5,1113.0,29.5,1,1,4
34.5667,1083.5,1112.3,28.8,1,1,4
34.5833,1083.5,1111.7,28.2,1,1,4
34.6000,1083.5,1111.0,27.5,1,1,4
34.6167,1083.5,1107.7,24.2,1,1,4
34.6333,1083.5,1104.3,20.8,1,1,4
34.6500,1083.5,1101.0,17.5,1,1,4
34.6667,1083.5,1102.3,18.8,1,1,4
34.6833,1083.5,1103.7,20.2,1,1,4
34.7000,1083.5,1105.0,21.5,1,1,4
34.7167,1083.5,1106.2,22.7,1,1,4
34.7333,1083.5,1107.3,23.8,1,1,4
34.7500,1083.5,1108.5,25.0,1,1,4
34.7667,1083.5,1109.2,25.7,1,1,4
34.7833,1083.5,1109.8,26.3,1,1,4
34.8000,1083.5,1110.5,27.0,1,1,4
34.8167,1083.5,1110.8,27.3,1,1,4
34.8333,1083.5,1111.2,27.7,1,1,4
34.8500,1083.5,1111.5,28.0,1,1,4
34.8667,1083.5,1112.8,29.3,1,1,4
34.8833,1083.5,1114.2,30.7,1,1,4
34.9000,1083.5,1115.5,32.0,1,1,4
34.9167,1083.5,1113.7,30.2,1,1,4
34.9333,1083.5,1111.8,28.3,1,1,4
34.9500,1083.5,1110.0,26.5,1,1,4
34.9667,1083.5,1109.5,26.0,1,1,4
34.9833,1083.5,1109.0,25.5,1,1,4
35.0000,1083.5,1108.5,25.0,1,1,4
35.0167,1083.5,1109.2,25.7,1,1,4
35.0333,1083.5,1109.8,26.3,1,1,4
35.0500,1083.5,1110.5,27.0,1,1,4
35.0667,1083.5,1107.3,23.8,1,1,4
35.0833,1083.5,1104.2,20.7,1,1,4
35.1000,1083.5,1101.0,17.5,1,1,4
35.1167,1083.5,1102.0,18.5,1,1,4
35.1333,1083.5,1103.0,19.5,1,1,4
35.1500,1083.5,1104.0,20.5,1,1,4
35.1667,1083.5,1107.0,23.5,1,1,4
35.1833,1083.5,1110.0,26.5,1,1,4
35.2000,1083.5,1113.0,29.5,1,1,4
35.2167,1083.5,1114.2,30.7,1,1,4
35.2333,1083.5,1115.3,31.8,1,1,4
35.2500,1083.5,1116.5,33.0,1,1,4
35.2667,1083.5,1118.3,34.8,1,1,4
35.2833,1083.5,1120.2,36.7,1,1,4
35.3000,1083.5,1122.0,38.5,1,1,4
35.3167,1083.5,1118.5,35.0,1,1,4
35.3333,1083.5,1115.0,31.5,1,1,4
35.3500,1083.5,1111.5,28.0,1,1,4
35.3667,1083.5,1111.5,28.0,1,1,4
35.3833,1083.5,1111.5,28.0,1,1,4
35.4000,1083.5,1111.5,28.0,1,1,4
35.4167,1083.5,1109.5,26.0,1,1,4
35.4333,1083.5,1107.5,24.0,1,1,4
35.4500,1083.5,1105.5,22.0,1,1,4
35.4667,1083.5,1106.3,22.8,1,1,4
35.4833,1083.5,1107.2,23.7,1,1,4
35.5000,1083.5,1108.0,24.5,1,1,4
35.5167,1083.5,1108.5,25.0,1,1,4
35.5333,1083.5,1109.0,25.5,1,1,4
35.5500,1083.5,1109.5,26.0,1,1,4
35.5667,1083.5,1108.8,25.3,1,1,4
35.5833,1083.5,1108.2,24.7,1,1,4
35.6000,1083.5,1107.5,24.0,1,1,4
35.6167,1083.5,1107.5,24.0,1,1,4
35.6333,1083.5,1107.5,24.0,1,1,4
35.6500,1083.5,1107.5,24.0,1,1,4
35.6667,1083.5,1108.5,25.0,1,1,4
35.6833,1083.5,1109.5,26.0,1,1,4
35.7000,1083.5,1110.5,27.0,1,1,4
35.7167,1083.5,1108.7,25.2,1,1,4
35.7333,1083.5,1106.8,23.3,1,1,4
35.7500,1083.5,1105.0,21.5,1,1,4
35.7667,1083.5,1103.3,19.8,1,1,4
35.7833,1083.5,1101.7,18.2,1,1,4
35.8000,1083.5,1100.0,16.5,1,1,4
35.8167,1083.5,1101.2,17.7,1,1,4
35.8333,1083.5,1102.3,18.8,1,1,4
35.8500,1083.5,1103.5,20.0,1,1,4
35.8667,1083.5,1103.8,20.3,1,1,4
35.8833,1083.5,1104.2,20.7,1,1,4
35.9000,1083.5,1104.5,21.0,1,1,4
35.9167,1083.5,1107.3,23.8,1,1,4
35.9333,1083.5,1110.2,26.7,1,1,4
35.9500,1083.5,1113.0,29.5,1,1,4
35.9667,1083.5,1111.0,27.5,1,1,4
35.9833,1083.5,1109.0,25.5,1,1,4
36.0000,1083.5,1107.0,23.5,1,1,4
36.0167,1083.5,1107.5,24.0,1,1,4
36.0333,1083.5,1108.0,24.5,1,1,4
36.0500,1083.5,1108.5,25.0,1,1,4
36.0667,1083.5,1107.5,24.0,1,1,4
36.0833,1083.5,1106.5,23.0,1,1,4
36.1000,1083.5,1105.5,22.0,1,1,4
36.1167,1083.5,1104.8,21.3,1,1,4
36.1333,1083.5,1104.2,20.7,1,1,4
36.1500,1083.5,1103.5,20.0,1,1,4
36.1667,1083.5,1104.2,20.7,1,1,4
36.1833,1083.5,1104.8,21.3,1,1,4
36.2000,1083.5,1105.5,22.0,1,1,4
36.2167,1083.5,1105.8,22.3,1,1,4
36.2333,1083.5,1106.2,22.7,1,1,4
36.2500,1083.5,1106.5,23.0,1,1,4
36.2667,1083.5,1105.5,22.0,1,1,4
36.2833,1083.5,1104.5,21.0,1,1,4
36.3000,1083.5,1103.5,20.0,1,1,4
36.3167,1083.5,1103.2,19.7,1,1,4
36.3333,1083.5,1102.8,19.3,1,1,4
36.3500,1083.5,1102.5,19.0,1,1,4
36.3667,1083.5,1102.2,18.7,1,1,4
36.3833,1083.5,1101.8,18.3,1,1,4
36.4000,1083.5,1101.5,18.0,1,1,4
36.4167,1083.5,1101.8,18.3,1,1,4
36.4333,1083.5,1102.2,18.7,1,1,4
36.4500,1083.5,1102.5,19.0,1,1,4
36.4667,1083.5,1103.5,20.0,1,1,4
36.4833,1083.5,1104.5,21.0,1,1,4
36.5000,1083.5,1105.5,22.0,1,1,4
36.5167,1083.5,1105.0,21.5,1,1,4
36.5333,1083.5,1104.5,21.0,1,1,4
36.5500,1083.5,1104.0,20.5,1,1,4
36.5667,1083.5,1104.7,21.2,1,1,4
36.5833,1083.5,1105.3,21.8,1,1,4
36.6000,1083.5,1106.0,22.5,1,1,4
36.6167,1083.5,1105.7,22.2,1,1,4
36.6333,1083.5,1105.3,21.8,1,1,4
36.6500,1083.5,1105.0,21.5,1,1,4
36.6667,1083.5,1106.3,22.8,1,1,4
36.6833,1083.5,1107.7,24.2,1,1,4
36.7000,1083.5,1109.0,25.5,1,1,4
36.7167,1083.5,1109.0,25.5,1,1,4
36.7333,1083.5,1109.0,25.5,1,1,4
36.7500,1083.5,1109.0,25.5,1,1,4
36.7667,1083.5,1107.2,23.7,1,1,4
36.7833,1083.5,1105.3,21.8,1,1,4
36.8000,1083.5,1103.5,20.0,1,1,4
36.8167,1083.5,1106.8,23.3,1,1,4
36.8333,1083.5,1110.2,26.7,1,1,4
36.8500,1083.5,1113.5,30.0,1,1,4
36.8667,1083.5,1110.7,27.2,1,1,4
36.8833,1083.5,1107.8,24.3,1,1,4
36.9000,1083.5,1105.0,21.5,1,1,4
36.9167,1083.5,1106.5,23.0,1,1,4
36.9333,1083.5,1108.0,24.5,1,1,4
36.9500,1083.5,1109.5,26.0,1,1,4
36.9667,1083.5,1106.7,23.2,1,1,4
36.9833,1083.5,1103.8,20.3,1,1,4
37.0000,1083.5,1101.0,17.5,1,1,4
37.0167,1083.5,1103.5,20.0,1,1,4
37.0333,1083.5,1106.0,22.5,1,1,4
37.0500,1083.5,1108.5,25.0,1,1,4
37.0667,1083.5,1108.0,24.5,1,1,4
37.0833,1083.5,1107.5,24.0,1,1,4
37.1000,1083.5,1107.0,23.5,1,1,4
37.1167,1083.5,1106.5,23.0,1,1,4
37.1333,1083.5,1106.0,22.5,1,1,4
37.1500,1083.5,1105.5,22.0,1,1,4
37.1667,1083.5,1107.5,24.0,1,1,4
37.1833,1083.5,1109.5,26.0,1,1,4
37.2000,1083.5,1111.5,28.0,1,1,4
37.2167,1083.5,1116.5,33.0,1,1,4
37.2333,1083.5,1121.5,38.0,1,1,4
37.2500,1083.5,1126.5,43.0,1,1,4
37.2667,1083.5,1127.0,43.5,1,1,4
37.2833,1083.5,1127.5,44.0,1,1,4
37.3000,1083.5,1128.0,44.5,1,1,4
37.3167,1083.5,1130.0,46.5,1,1,4
37.3333,1083.5,1132.0,48.5,1,1,4
37.3500,1083.5,1134.0,50.5,1,1,4
37.3667,1083.5,1131.3,47.8,1,1,4
37.3833,1083.5,1128.7,45.2,1,1,4
37.4000,1083.5,1126.0,42.5,1,1,4
37.4167,1083.5,1127.7,44.2,1,1,4
37.4333,1083.5,1129.3,45.8,1,1,4
37.4500,1083.5,1131.0,47.5,1,1,4
37.4667,1083.5,1132.7,49.2,1,1,4
37.4833,1083.5,1134.3,50.8,1,1,4
37.5000,1083.5,1136.0,52.5,1,1,4
37.5167,1083.5,1135.3,51.8,1,1,4
37.5333,1083.5,1134.7,51.2,1,1,4
37.5500,1083.5,1134.0,50.5,1,1,4
37.5667,1083.5,1133.7,50.2,1,1,4
37.5833,1083.5,1133.3,49.8,1,1,4
37.6000,1083.5,1133.0,49.5,1,1,4
37.6167,1083.5,1133.0,49.5,1,1,4
37.6333,1083.5,1133.0,49.5,1,1,4
37.6500,1083.5,1133.0,49.5,1,1,4
37.6667,1083.5,1133.0,49.5,1,1,4
37.6833,1083.5,1133.0,49.5,1,1,4
37.7000,1083.5,1133.0,49.5,1,1,4
37.7167,1083.5,1132.0,48.5,1,1,4
37.7333,1083.5,1131.0,47.5,1,1,4
37.7500,1083.5,1130.0,46.5,1,1,4
37.7667,1083.5,1129.3,45.8,1,1,4
37.7833,1083.5,1128.7,45.2,1,1,4
37.8000,1083.5,1128.0,44.5,1,1,4
37.8167,1083.5,1126.3,42.8,1,1,4
37.8333,1083.5,1124.7,41.2,1,1,4
37.8500,1083.5,1123.0,39.5,1,1,4
37.8667,1083.5,1119.5,36.0,1,1,4
37.8833,1083.5,1116.0,32.5,1,1,4
37.9000,1083.5,1112.5,29.0,1,1,4
37.9167,1083.5,1115.0,31.5,1,1,4
37.9333,1083.5,1117.5,34.0,1,1,4
37.9500,1083.5,1120.0,36.5,1,1,4
37.9667,1083.5,1120.0,36.5,1,1,4
37.9833,1083.5,1120.0,36.5,1,1,4
38.0000,1083.5,1120.0,36.5,1,1,4
38.0167,1083.5,1118.8,35.3,1,1,4
38.0333,1083.5,1117.7,34.2,1,1,4
38.0500,1083.5,1116.5,33.0,1,1,4
38.0667,1083.5,1115.5,32.0,1,1,4
38.0833,1083.5,1114.5,31.0,1,1,4
38.1000,1083.5,1113.5,30.0,1,1,4
38.1167,1083.5,1114.2,30.7,1,1,4
38.1333,1083.5,1114.8,31.3,1,1,4
38.1500,1083.5,1115.5,32.0,1,1,4
38.1667,1083.5,1114.5,31.0,1,1,4
38.1833,1083.5,1113.5,30.0,1,1,4
38.2000,1083.5,1112.5,29.0,1,1,4
38.2167,1083.5,1109.7,26.2,1,1,4
38.2333,1083.5,1106.8,23.3,1,1,4
38.2500,1083.5,1104.0,20.5,1,1,4
38.2667,1083.5,1101.7,18.2,1,1,4
38.2833,1083.5,1099.3,15.8,1,1,4
38.3000,1083.5,1097.0,13.5,1,1,4
38.3167,1083.5,1097.0,13.5,1,1,4
38.3333,1083.5,1097.0,13.5,1,1,4
38.3500,1083.5,1097.0,13.5,1,1,4
38.3667,1083.5,1097.8,14.3,1,1,4
38.3833,1083.5,1098.7,15.2,1,1,4
38.4000,1083.5,1099.5,16.0,1,1,4
38.4167,1083.5,1098.8,15.3,1,1,4
38.4333,1083.5,1098.2,14.7,1,1,4
38.4500,1083.5,1097.5,14.0,1,1,4
38.4667,1083.5,1095.5,12.0,1,1,4
38.4833,1083.5,1093.5,10.0,1,1,4
38.5000,1083.5,1091.5,8.0,1,1,4
38.5167,1083.5,1094.2,10.7,1,1,4
38.5333,1083.5,1096.8,13.3,1,1,4
38.5500,1083.5,1099.5,16.0,1,1,4
38.5667,1083.5,1099.0,15.5,1,1,4
38.5833,1083.5,1098.5,15.0,1,1,4
38.6000,1083.5,1098.0,14.5,1,1,4
38.6167,1083.5,1091.8,8.3,1,1,4
38.6333,1083.5,1085.7,2.2,1,1,4
38.6500,1083.5,1079.5,4.0,1,1,4
38.6667,1083.5,1079.3,4.2,1,1,4
38.6833,1083.5,1079.2,4.3,1,1,4
38.7000,1083.5,1079.0,4.5,1,1,4
38.7167,1083.5,1078.3,5.2,1,1,4
38.7333,1083.5,1077.7,5.8,1,1,4
38.7500,1083.5,1077.0,6.5,1,1,4
38.7667,1083.5,1078.2,5.3,1,1,4
38.7833,1083.5,1079.3,4.2,1,1,4
38.8000,1083.5,1080.5,3.0,1,1,4
38.8167,1083.5,1081.8,1.7,1,1,4
38.8333,1083.5,1083.2,0.3,1,1,4
38.8500,1083.5,1084.5,1.0,1,1,4
38.8667,1083.5,1085.3,1.8,1,1,4
38.8833,1083.5,1086.2,2.7,1,1,4
38.9000,1083.5,1087.0,3.5,1,1,4
38.9167,1083.5,1088.0,4.5,1,1,4
38.9333,1083.5,1089.0,5.5,1,1,4
38.9500,1083.5,1090.0,6.5,1,1,4
38.9667,1083.5,1090.7,7.2,1,1,4
38.9833,1083.5,1091.3,7.8,1,1,4
39.0000,1083.5,1092.0,8.5,1,1,4
39.0167,1083.5,1091.0,7.5,1,1,4
39.0333,1083.5,1090.0,6.5,1,1,4
39.0500,1083.5,1089.0,5.5,1,1,4
39.0667,1083.5,1088.8,5.3,1,1,4
39.0833,1083.5,1088.7,5.2,1,1,4
39.1000,1083.5,1088.5,5.0,1,1,4
39.1167,1083.5,1092.2,8.7,1,1,4
39.1333,1083.5,1095.8,12.3,1,1,4
39.1500,1083.5,1099.5,16.0,1,1,4
39.1667,1083.5,1098.3,14.8,1,1,4
39.1833,1083.5,1097.2,13.7,1,1,4
39.2000,1083.5,1096.0,12.5,1,1,4
39.2167,1083.5,1095.8,12.3,1,1,4
39.2333,1083.5,1095.7,12.2,1,1,4
39.2500,1083.5,1095.5,12.0,1,1,4
39.2667,1083.5,1095.3,11.8,1,1,4
39.2833,1083.5,1095.2,11.7,1,1,4
39.3000,1083.5,1095.0,11.5,1,1,4
39.3167,1083.5,1089.0,5.5,1,1,4
39.3333,1083.5,1083.0,0.5,1,1,4
39.3500,1083.5,1077.0,6.5,1,1,4
39.3667,1083.5,1076.0,7.5,1,1,4
39.3833,1083.5,1075.0,8.5,1,1,4
39.4000,1083.5,1074.0,9.5,1,1,4
39.4167,1083.5,1076.2,7.3,1,1,4
39.4333,1083.5,1078.3,5.2,1,1,4
39.4500,1083.5,1080.5,3.0,1,1,4
39.4667,1083.5,1082.2,1.3,1,1,4
39.4833,1083.5,1083.8,0.3,1,1,4
39.5000,1083.5,1085.5,2.0,1,1,4
39.5167,1083.5,1084.7,1.2,1,1,4
39.5333,1083.5,1083.8,0.3,1,1,4
39.5500,1083.5,1083.0,0.5,1,1,4
39.5667,1083.5,1084.0,0.5,1,1,4
39.5833,1083.5,1085.0,1.5,1,1,4
39.6000,1083.5,1086.0,2.5,1,1,4
39.6167,1083.5,1085.3,1.8,1,1,4
39.6333,1083.5,1084.7,1.2,1,1,4
39.6500,1083.5,1084.0,0.5,1,1,4
39.6667,1083.5,1083.3,0.2,1,1,4
39.6833,1083.5,1082.7,0.8,1,1,4
39.7000,1083.5,1082.0,1.5,1,1,4
39.7167,1083.5,1083.7,0.2,1,1,4
39.7333,1083.5,1085.3,1.8,1,1,4
39.7500,1083.5,1087.0,3.5,1,1,4
39.7667,1083.5,1087.8,4.3,1,1,4
39.7833,1083.5,1088.7,5.2,1,1,4
39.8000,1083.5,1089.5,6.0,1,1,4
39.8167,1083.5,1089.3,5.8,1,1,4
39.8333,1083.5,1089.2,5.7,1,1,4
39.8500,1083.5,1089.0,5.5,1,1,4
39.8667,1083.5,1089.0,5.5,1,1,4
39.8833,1083.5,1089.0,5.5,1,1,4
39.9000,1083.5,1089.0,5.5,1,1,4
39.9167,1083.5,1087.7,4.2,1,1,4
39.9333,1083.5,1086.3,2.8,1,1,4
39.9500,1083.5,1085.0,1.5,1,1,4
39.9667,1083.5,1086.0,2.5,1,1,4
39.9833,1083.5,1087.0,3.5,1,1,4
40.0000,1083.5,1088.0,4.5,1,1,4
40.0167,1083.5,1087.8,4.3,1,1,4
40.0333,1083.5,1087.7,4.2,1,1,4
40.0500,1083.5,1087.5,4.0,1,1,4
40.0667,1083.5,1087.2,3.7,1,1,4
40.0833,1083.5,1086.8,3.3,1,1,4
40.1000,1083.5,1086.5,3.0,1,1,4
40.1167,1083.5,1086.3,2.8,1,1,4
40.1333,1083.5,1086.2,2.7,1,1,4
40.1500,1083.5,1086.0,2.5,1,1,4
40.1667,1083.5,1086.2,2.7,1,1,4
40.1833,1083.5,1086.3,2.8,1,1,4
40.2000,1083.5,1086.5,3.0,1,1,4
40.2167,1083.5,1086.8,3.3,1,1,4
40.2333,1083.5,1087.2,3.7,1,1,4
40.2500,1083.5,1087.5,4.0,1,1,4
40.2667,1083.5,1087.3,3.8,1,1,4
40.2833,1083.5,1087.2,3.7,1,1,4
40.3000,1083.5,1087.0,3.5,1,1,4
40.3167,1083.5,1086.7,3.2,1,1,4
40.3333,1083.5,1086.3,2.8,1,1,4
40.3500,1083.5,1086.0,2.5,1,1,4
40.3667,1083.5,1089.0,5.5,1,1,4
40.3833,1083.5,1092.0,8.5,1,1,4
40.4000,1083.5,1095.0,11.5,1,1,4
40.4167,1083.5,1097.0,13.5,1,1,4
40.4333,1083.5,1099.0,15.5,1,1,4
40.4500,1083.5,1101.0,17.5,1,1,4
40.4667,1083.5,1100.5,17.0,1,1,4
40.4833,1083.5,1100.0,16.5,1,1,4
40.5000,1083.5,1099.5,16.0,1,1,4
40.5167,1083.5,1097.8,14.3,1,1,4
40.5333,1083.5,1096.2,12.7,1,1,4
40.5500,1083.5,1094.5,11.0,1,1,4
40.5667,1083.5,1091.8,8.3,1,1,4
40.5833,1083.5,1089.2,5.7,1,1,4
40.6000,1083.5,1086.5,3.0,1,1,4
40.6167,1083.5,1085.2,1.7,1,1,4
40.6333,1083.5,1083.8,0.3,1,1,4
40.6500,1083.5,1082.5,1.0,1,1,4
40.6667,1083.5,1083.0,0.5,1,1,4
40.6833,1083.5,1083.5,0.0,1,1,4
40.7000,1083.5,1084.0,0.5,1,1,4
40.7167,1083.5,1082.5,1.0,1,1,4
40.7333,1083.5,1081.0,2.5,1,1,4
40.7500,1083.5,1079.5,4.0,1,1,4
40.7667,1083.5,1079.8,3.7,1,1,4
40.7833,1083.5,1080.2,3.3,1,1,4
40.8000,1083.5,1080.5,3.0,1,1,4
40.8167,1083.5,1085.0,1.5,1,1,4
40.8333,1083.5,1089.5,6.0,1,1,4
40.8500,1083.5,1094.0,10.5,1,1,4
40.8667,1083.5,1096.2,12.7,1,1,4
40.8833,1083.5,1098.3,14.8,1,1,4
40.9000,1083.5,1100.5,17.0,1,1,4
40.9167,1083.5,1095.7,12.2,1,1,4
40.9333,1083.5,1090.8,7.3,1,1,4
40.9500,1083.5,1086.0,2.5,1,1,4
40.9667,1083.5,1086.8,3.3,1,1,4
40.9833,1083.5,1087.7,4.2,1,1,4
41.0000,1083.5,1088.5,5.0,1,1,4
41.0167,1083.5,1089.5,6.0,1,1,4
41.0333,1083.5,1090.5,7.0,1,1,4
41.0500,1083.5,1091.5,8.0,1,1,4
41.0667,1083.5,1092.8,9.3,1,1,4
41.0833,1083.5,1094.2,10.7,1,1,4
41.1000,1083.5,1095.5,12.0,1,1,4
41.1167,1083.5,1096.9,13.4,1,1,4
41.1333,1083.5,1098.2,14.7,1,1,4
41.1500,1083.5,1099.6,16.1,1,1,4
41.1667,1083.5,1100.9,17.4,1,1,4
41.1833,1083.5,1102.2,18.7,1,1,4
41.2000,1083.5,1103.6,20.1,1,1,4
41.2167,1083.5,1104.9,21.4,1,1,4
41.2333,1083.5,1106.3,22.8,1,1,4
41.2500,1083.5,1107.6,24.1,1,1,4
41.2667,1083.5,1109.0,25.5,1,1,4
41.2833,1083.5,1110.3,26.8,1,1,4
41.3000,1083.5,1111.6,28.1,1,1,4
41.3167,1083.5,1113.0,29.5,1,1,4
41.3333,1083.5,1114.3,30.8,1,1,4
41.3500,1083.5,1115.7,32.2,1,1,4
41.3667,1083.5,1117.0,33.5,1,1,4
