t,cam_center_x,face_x_asignada,distancia,conf_asignada
0.0000,1499.0,1499.9,0.9,0.9305
0.0333,1499.0,1498.0,1.0,
0.0667,1499.0,1496.1,2.9,
0.1000,1499.0,1494.2,4.8,
0.1333,1499.0,1492.3,6.7,
0.1667,1499.0,1490.4,8.6,
0.2000,1499.0,1488.4,10.6,
0.2333,1499.0,1486.5,12.5,
0.2667,1499.0,1484.6,14.4,
0.3000,1499.0,1482.7,16.3,
0.3333,1499.0,1480.8,18.2,
0.3667,1499.0,1478.9,20.1,
0.4000,1499.0,1477.0,22.0,
0.4333,1499.0,1475.1,23.9,
0.4667,1499.0,1473.2,25.8,
0.5000,1499.0,1471.3,27.7,0.9245
0.5333,1499.0,1469.7,29.3,
0.5667,1499.0,1468.2,30.8,
0.6000,1499.0,1466.6,32.4,
0.6333,1499.0,1465.1,33.9,
0.6667,1499.0,1463.5,35.5,
0.7000,1499.0,1462.0,37.0,
0.7333,1499.0,1460.4,38.6,
0.7667,1499.0,1458.9,40.1,
0.8000,1499.0,1457.4,41.6,
0.8333,1499.0,1455.8,43.2,
0.8667,1499.0,1454.3,44.7,
0.9000,1499.0,1452.7,46.3,
0.9333,1499.0,1451.2,47.8,
0.9667,1499.0,1449.6,49.4,
1.0000,1499.0,1448.1,50.9,0.9140
1.0333,1499.0,1446.6,52.4,
1.0667,1499.0,1445.2,53.8,
1.1000,1499.0,1443.7,55.3,
1.1333,1499.0,1442.3,56.7,
1.1667,1499.0,1440.8,58.2,
1.2000,1499.0,1439.4,59.6,
1.2333,1499.0,1437.9,61.1,
1.2667,1499.0,1436.4,62.6,
1.3000,1499.0,1435.0,64.0,
1.3333,1499.0,1433.5,65.5,
1.3667,1499.0,1432.1,66.9,
1.4000,1499.0,1430.6,68.4,
1.4333,1499.0,1429.2,69.8,
1.4667,1499.0,1427.7,71.3,
1.5000,1499.0,1426.3,72.7,0.9013
1.5333,1499.0,1427.1,71.9,
1.5667,1499.0,1428.0,71.0,
1.6000,1499.0,1428.9,70.1,
1.6333,1499.0,1429.7,69.3,
1.6667,1499.0,1430.6,68.4,
1.7000,1499.0,1431.4,67.6,
1.7333,1499.0,1432.3,66.7,
1.7667,1499.0,1433.2,65.8,
1.8000,1499.0,1434.0,65.0,
1.8333,1499.0,1434.9,64.1,
1.8667,1499.0,1435.8,63.2,
1.9000,1499.0,1436.6,62.4,
1.9333,1499.0,1437.5,61.5,
1.9667,1499.0,1438.4,60.6,
2.0000,1499.0,1439.2,59.8,0.9085
2.0333,1499.0,1441.7,57.3,
2.0667,1499.0,1444.1,54.9,
2.1000,1499.0,1446.6,52.4,
2.1333,1499.0,1449.0,50.0,
2.1667,1499.0,1451.5,47.5,
2.2000,1499.0,1453.9,45.1,
2.2333,1499.0,1456.4,42.6,
2.2667,1499.0,1458.9,40.1,
2.3000,1499.0,1461.3,37.7,
2.3333,1499.0,1463.8,35.2,
2.3667,1499.0,1466.2,32.8,
2.4000,1499.0,1468.7,30.3,
2.4333,1499.0,1471.1,27.9,
2.4667,1499.0,1473.6,25.4,
2.5000,1499.0,1476.0,23.0,0.9154
2.5333,1499.0,1478.4,20.6,
2.5667,1499.0,1480.8,18.2,
2.6000,1499.0,1483.1,15.9,
2.6333,1499.0,1485.5,13.5,
2.6667,1499.0,1487.9,11.1,
2.7000,1499.0,1490.2,8.8,
2.7333,1499.0,1492.6,6.4,
2.7667,1499.0,1494.9,4.1,
2.8000,1499.0,1497.3,1.7,
2.8333,1499.0,1499.7,0.7,
2.8667,1499.0,1502.0,3.0,
2.9000,1499.0,1504.4,5.4,
2.9333,1499.0,1506.8,7.8,
2.9667,1499.0,1509.1,10.1,
3.0000,1499.0,1511.5,12.5,0.9318
3.0333,1499.0,1510.2,11.2,
3.0667,1499.0,1508.9,9.9,
3.1000,1499.0,1507.7,8.7,
3.1333,1499.0,1506.4,7.4,
3.1667,1499.0,1505.1,6.1,
3.2000,1499.0,1503.9,4.9,
3.2333,1499.0,1502.6,3.6,
3.2667,1499.0,1501.3,2.3,
3.3000,1499.0,1500.0,1.0,
3.3333,1499.0,1498.8,0.2,
3.3667,1499.0,1497.5,1.5,
3.4000,1499.0,1496.2,2.8,
3.4333,1499.0,1494.9,4.1,
3.4667,1499.0,1493.7,5.3,
3.5000,1499.0,1492.4,6.6,0.9215
3.5333,1499.0,1491.6,7.4,
3.5667,1499.0,1490.9,8.1,
3.6000,1499.0,1490.1,8.9,
3.6333,1499.0,1489.3,9.7,
3.6667,1499.0,1488.5,10.5,
3.7000,1499.0,1487.8,11.2,
3.7333,1499.0,1487.0,12.0,
3.7667,1499.0,1486.2,12.8,
3.8000,1499.0,1485.4,13.6,
3.8333,1499.0,1484.7,14.3,
3.8667,1499.0,1483.9,15.1,
3.9000,1499.0,1483.1,15.9,
3.9333,1499.0,1482.4,16.6,
3.9667,1499.0,1481.6,17.4,
4.0000,1499.0,1480.8,18.2,0.9154
4.0333,1499.0,1479.5,19.5,
4.0667,1499.0,1478.3,20.7,
4.1000,1499.0,1477.0,22.0,
4.1333,1499.0,1475.7,23.3,
4.1667,1499.0,1474.4,24.6,
